date,time,latitude,longitude,crime_type,severity,location_name
2026-02-04,10:04,13.09743,77.594921,burglary,high,Yelahanka
2026-02-04,20:42,13.101576,77.594496,theft,low,Yelahanka
2026-02-04,20:54,12.844307,77.657691,robbery,high,Electronic City
2026-02-05,03:02,12.910801,77.586217,burglary,high,JP Nagar
2026-02-05,10:40,12.986369,77.607204,burglary,high,Commercial Street
2026-02-05,13:08,12.956271,77.577881,robbery,low,KR Market
2026-02-05,15:59,12.960736,77.571303,snatching,high,KR Market
2026-02-05,16:28,12.975263,77.526059,assault,medium,Vijayanagar
2026-02-05,20:57,12.963768,77.574041,theft,medium,KR Market
2026-02-06,18:46,13.03176,77.539784,assault,high,Yeshwanthpur
2026-02-06,19:49,12.961321,77.692979,assault,low,Marathahalli
2026-02-06,20:38,12.961491,77.569265,vandalism,low,KR Market
2026-02-07,03:20,12.922501,77.680819,assault,medium,Bellandur
2026-02-07,04:47,12.922901,77.582224,theft,high,Jayanagar
2026-02-07,09:52,12.990309,77.55949,vandalism,high,Rajajinagar
2026-02-07,10:11,12.972432,77.606154,burglary,high,Brigade Road
2026-02-07,10:58,12.846487,77.661418,robbery,high,Electronic City
2026-02-07,11:32,13.027098,77.541704,snatching,medium,Yeshwanthpur
2026-02-07,16:36,12.964293,77.576734,theft,low,Chickpet
2026-02-07,17:21,12.991494,77.600621,robbery,medium,Shivajinagar
2026-02-07,21:24,12.957616,77.700112,theft,medium,Marathahalli
2026-02-08,06:11,12.971325,77.611242,snatching,high,MG Road
2026-02-08,08:56,12.918932,77.640641,snatching,low,Hosur Road
2026-02-08,12:00,13.097674,77.601121,theft,low,Yelahanka
2026-02-08,20:14,12.977629,77.612276,theft,medium,Commercial Street
2026-02-08,21:47,12.989759,77.55995,snatching,medium,Rajaji Nagar
2026-02-08,21:48,12.970387,77.612901,snatching,high,Brigade Road
2026-02-09,09:10,12.955908,77.696136,burglary,high,Marathahalli
2026-02-09,10:09,12.968566,77.579366,burglary,high,Chickpet
2026-02-09,19:19,12.975646,77.567366,snatching,high,Majestic
2026-02-10,04:53,12.972866,77.532709,snatching,medium,Vijayanagar
2026-02-10,09:23,12.971993,77.754801,assault,medium,Whitefield
2026-02-10,11:15,12.91212,77.640927,theft,medium,HSR Layout
2026-02-10,13:49,12.984102,77.60454,theft,medium,Commercial Street
2026-02-10,15:08,13.02962,77.535557,snatching,medium,Yeshwanthpur
2026-02-10,18:41,13.032421,77.539547,snatching,high,Yeshwanthpur
2026-02-10,18:54,12.97021,77.616471,theft,high,MG Road
2026-02-10,19:28,12.969366,77.637576,theft,medium,Indiranagar
2026-02-10,22:10,12.939409,77.620814,robbery,medium,Koramangala
2026-02-11,07:51,12.957391,77.70162,burglary,high,Marathahalli
2026-02-11,11:39,12.958994,77.574284,eve-teasing,medium,KR Market
2026-02-11,11:51,12.970757,77.608842,robbery,high,Brigade Road
2026-02-11,16:44,12.968095,77.525042,theft,low,Vijayanagar
2026-02-11,17:26,12.979704,77.574923,vandalism,low,Majestic
2026-02-11,19:20,12.914345,77.648908,robbery,medium,HSR Layout
2026-02-12,08:24,12.993907,77.553364,theft,high,Rajajinagar
2026-02-12,09:18,12.972327,77.568479,vandalism,low,Majestic
2026-02-12,11:57,12.886663,77.601039,vandalism,low,Bannerghatta Road
2026-02-12,12:18,12.936422,77.620973,snatching,low,Koramangala
2026-02-12,14:21,13.024287,77.535894,theft,medium,Yeshwanthpur
2026-02-12,15:58,12.965627,77.574486,burglary,high,KR Market
2026-02-12,16:26,12.958129,77.697133,eve-teasing,medium,Marathahalli
2026-02-12,17:54,12.98114,77.574771,burglary,low,Majestic
2026-02-12,21:24,12.98411,77.610264,snatching,high,Commercial Street
2026-02-12,23:30,12.980252,77.613109,fraud,medium,Commercial Street
2026-02-13,07:39,12.96612,77.569119,snatching,high,KR Market
2026-02-13,15:41,12.981405,77.56815,robbery,high,Majestic
2026-02-13,19:18,12.959935,77.57279,eve-teasing,medium,KR Market
2026-02-13,23:56,12.996643,77.553183,snatching,low,Rajajinagar
2026-02-14,00:25,13.027616,77.537408,snatching,high,Yeshwanthpur
2026-02-14,12:28,12.976677,77.618438,theft,medium,MG Road
2026-02-14,13:34,12.962277,77.569704,burglary,high,KR Market
2026-02-14,14:57,12.909436,77.640525,theft,low,HSR Layout
2026-02-14,16:13,13.006255,77.571448,snatching,medium,Malleshwaram
2026-02-14,17:06,12.963566,77.574182,assault,medium,KR Market
2026-02-14,17:34,12.982679,77.605303,vandalism,medium,Commercial Street
2026-02-14,19:09,12.962523,77.698948,theft,low,Marathahalli
2026-02-14,20:46,12.928263,77.585643,theft,medium,Jayanagar
2026-02-14,21:52,12.975884,77.574834,vandalism,medium,Majestic
2026-02-14,21:58,12.908391,77.586377,theft,medium,JP Nagar
2026-02-15,06:20,12.96407,77.576735,fraud,low,KR Market
2026-02-15,07:05,12.915587,77.640171,theft,low,HSR Layout
2026-02-15,08:43,12.988473,77.604166,vandalism,medium,Shivajinagar
2026-02-15,13:54,12.989993,77.604626,assault,high,Shivajinagar
2026-02-15,17:20,12.926748,77.672869,robbery,high,Bellandur
2026-02-15,17:33,12.96726,77.638984,theft,high,Indiranagar
2026-02-15,18:40,12.893245,77.599991,theft,low,Bannerghatta Road
2026-02-15,20:09,12.909688,77.64259,assault,high,Hosur Road
2026-02-15,20:45,12.967825,77.578701,vandalism,low,Chickpet
2026-02-15,20:59,12.915559,77.611423,burglary,medium,BTM Layout
2026-02-15,23:03,12.974536,77.63966,assault,medium,Indiranagar
2026-02-16,11:47,12.979407,77.56871,robbery,low,Majestic
2026-02-16,15:53,12.91229,77.643602,theft,medium,HSR Layout
2026-02-16,18:43,12.973894,77.527645,theft,low,Vijayanagar
2026-02-16,18:58,13.025078,77.538819,theft,low,Yeshwanthpur
2026-02-16,20:05,12.989122,77.558832,theft,high,Rajajinagar
2026-02-16,20:26,12.966072,77.578697,eve-teasing,high,Chickpet
2026-02-16,21:13,12.921634,77.585748,vandalism,medium,Jayanagar
2026-02-16,21:48,12.913818,77.607662,burglary,high,BTM Layout
2026-02-17,03:26,12.91341,77.642866,theft,low,Hosur Road
2026-02-17,15:16,12.929293,77.677594,theft,low,Bellandur
2026-02-18,04:02,13.102288,77.593544,theft,medium,Yelahanka
2026-02-18,14:09,12.969136,77.747193,burglary,high,Whitefield
2026-02-18,17:39,12.976701,77.529787,theft,high,Vijayanagar
2026-02-18,18:11,12.979173,77.571977,theft,high,Majestic
2026-02-18,18:21,13.027109,77.536499,theft,high,Yeshwanthpur
2026-02-18,18:52,12.975663,77.525078,snatching,medium,Vijayanagar
2026-02-19,10:15,12.965718,77.746399,burglary,low,Whitefield
2026-02-19,13:27,12.962119,77.581384,vandalism,medium,Chickpet
2026-02-19,17:02,12.989259,77.600198,snatching,medium,Shivajinagar
2026-02-19,18:00,12.933694,77.619922,theft,low,Koramangala
2026-02-19,18:22,12.99383,77.553985,fraud,low,Rajajinagar
2026-02-19,22:00,12.924003,77.681228,burglary,medium,Bellandur
2026-02-20,13:49,12.965994,77.570556,robbery,medium,KR Market
2026-02-20,14:10,12.972105,77.754569,snatching,high,Whitefield
2026-02-20,16:52,12.936308,77.625134,robbery,high,Koramangala
2026-02-20,18:23,12.984025,77.607826,theft,low,Commercial Street
2026-02-20,19:26,12.923138,77.679653,snatching,high,Bellandur
2026-02-20,19:49,12.88966,77.606015,burglary,medium,Bannerghatta Road
2026-02-20,22:03,12.925768,77.54823,burglary,medium,Banashankari
2026-02-21,08:29,12.983726,77.606842,snatching,high,Commercial Street
2026-02-21,16:50,13.001273,77.56851,assault,high,Malleshwaram
2026-02-21,19:55,12.963711,77.570518,theft,medium,KR Market
2026-02-21,20:58,12.974992,77.604087,theft,medium,Brigade Road
2026-02-22,10:47,12.915673,77.613057,vandalism,low,BTM Layout
2026-02-22,11:03,12.981475,77.604517,robbery,high,Commercial Street
2026-02-23,14:00,12.972296,77.568665,snatching,medium,Majestic
2026-02-23,15:50,12.973476,77.609894,burglary,medium,MG Road
2026-02-23,18:55,13.098283,77.598046,theft,medium,Yelahanka
2026-02-24,14:17,12.968226,77.749161,vandalism,medium,Whitefield
2026-02-24,17:31,12.956491,77.571368,snatching,high,KR Market
2026-02-24,19:24,12.971286,77.533082,robbery,high,Vijayanagar
2026-02-24,19:37,13.002366,77.572092,snatching,low,Malleshwaram
2026-02-24,22:41,12.97093,77.642797,vandalism,low,Indiranagar
2026-02-25,02:35,12.969881,77.643878,snatching,low,Indiranagar
2026-02-25,07:06,12.963034,77.572435,fraud,high,KR Market
2026-02-25,08:28,12.967509,77.528554,theft,low,Vijayanagar
2026-02-25,10:08,12.98835,77.557879,snatching,medium,Rajajinagar
2026-02-25,17:48,12.984177,77.605164,theft,medium,Commercial Street
2026-02-25,19:18,12.980573,77.611838,theft,high,Commercial Street
2026-02-25,21:52,12.926309,77.549577,eve-teasing,medium,Banashankari
2026-02-26,07:58,13.028595,77.53404,theft,high,Yeshwanthpur
2026-02-26,12:38,12.98212,77.612492,fraud,low,Commercial Street
2026-02-26,18:13,12.925715,77.680836,theft,high,Bellandur
2026-02-26,23:27,12.970026,77.640912,robbery,medium,Indiranagar
2026-02-27,04:53,12.914409,77.636541,theft,high,Hosur Road
2026-02-27,07:58,12.927066,77.552408,fraud,medium,Banashankari
2026-02-27,16:04,12.980563,77.614178,theft,medium,Commercial Street
2026-02-27,17:48,12.973387,77.570731,snatching,high,Majestic
2026-02-27,21:23,12.926075,77.673427,theft,high,Bellandur
2026-02-28,01:25,12.914311,77.64346,burglary,high,HSR Layout
2026-02-28,09:54,12.974716,77.574218,theft,medium,Majestic
2026-02-28,12:33,13.030342,77.538973,vandalism,medium,Yeshwanthpur
2026-02-28,17:11,12.958858,77.572866,theft,high,KR Market
2026-02-28,18:49,13.024585,77.543008,theft,medium,Yeshwanthpur
2026-02-28,20:56,12.924356,77.580393,theft,high,Jayanagar
2026-02-28,21:35,12.893625,77.605566,snatching,high,Bannerghatta Road
2026-02-28,21:36,12.972569,77.614006,theft,medium,MG Road
2026-02-28,22:22,12.973748,77.636595,snatching,medium,Indiranagar
2026-03-01,11:17,12.977675,77.611662,snatching,low,Brigade Road
2026-03-01,18:36,12.939583,77.62843,eve-teasing,high,Koramangala
2026-03-02,03:33,12.987055,77.556311,eve-teasing,high,Rajajinagar
2026-03-02,08:40,12.968983,77.642884,eve-teasing,medium,Indiranagar
2026-03-02,08:52,13.027628,77.539564,assault,medium,Yeshwanthpur
2026-03-02,11:25,12.933106,77.629411,assault,medium,Koramangala
2026-03-02,12:12,12.974378,77.637149,theft,medium,Indiranagar
2026-03-02,19:15,12.972675,77.75227,burglary,high,Whitefield
2026-03-02,20:02,12.936001,77.62509,snatching,high,Koramangala
2026-03-03,09:07,12.971203,77.604652,assault,low,Brigade Road
2026-03-03,14:38,12.959084,77.696624,vandalism,medium,Marathahalli
2026-03-03,16:31,12.965679,77.574754,snatching,high,KR Market
2026-03-03,17:07,12.927662,77.587418,robbery,high,Jayanagar
2026-03-03,17:30,13.030823,77.534065,robbery,high,Yeshwanthpur
2026-03-03,18:35,12.978152,77.617933,eve-teasing,medium,MG Road
2026-03-03,23:10,12.912144,77.647604,theft,low,HSR Layout
2026-03-04,01:13,13.029875,77.533999,theft,low,Yeshwanthpur
2026-03-04,17:37,13.006568,77.575933,theft,high,Malleshwaram
2026-03-04,20:12,12.925685,77.676126,theft,medium,Bellandur
2026-03-05,03:42,12.930578,77.628965,theft,medium,Koramangala
2026-03-05,04:06,12.966973,77.645155,burglary,medium,Indiranagar
2026-03-05,04:36,12.90828,77.646998,snatching,medium,HSR Layout
2026-03-05,13:55,12.972686,77.576911,theft,low,Majestic
2026-03-05,14:59,12.981375,77.604558,burglary,high,Commercial Street
2026-03-05,19:57,12.968643,77.75074,theft,low,Whitefield
2026-03-06,08:47,12.962016,77.579365,snatching,medium,Chickpet
2026-03-07,10:37,12.976938,77.610144,vandalism,low,Brigade Road
2026-03-07,12:42,12.968393,77.74736,robbery,high,Whitefield
2026-03-07,15:30,12.979417,77.570422,fraud,low,Majestic
2026-03-07,15:47,12.958955,77.701029,theft,medium,Marathahalli
2026-03-07,17:26,12.991291,77.557995,theft,medium,Rajajinagar
2026-03-07,17:50,13.03301,77.53623,burglary,high,Yeshwanthpur
2026-03-07,17:50,12.915746,77.610267,snatching,high,BTM Layout
2026-03-07,20:43,12.959447,77.695551,burglary,high,Marathahalli
